"PID","MS_SubClass","MS_Zoning","Lot_Frontage","Lot_Area","Street","Alley","Lot_Shape","Land_Contour","Utilities","Lot_Config","Land_Slope","Neighborhood","Condition_1","Condition_2","Bldg_Type","House_Style","Overall_Qual","Overall_Cond","Year_Built","Year_Remod_Add","Roof_Style","Roof_Matl","Exterior_1st","Exterior_2nd","Mas_Vnr_Type","Mas_Vnr_Area","Exter_Qual","Exter_Cond","Foundation","Bsmt_Qual","Bsmt_Cond","Bsmt_Exposure","BsmtFin_Type_1","BsmtFin_SF_1","BsmtFin_Type_2","BsmtFin_SF_2","Bsmt_Unf_SF","Total_Bsmt_SF","Heating","Heating_QC","Central_Air","Electrical","First_Flr_SF","Second_Flr_SF","Low_Qual_Fin_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","Kitchen_Qual","TotRms_AbvGrd","Functional","Fireplaces","Fireplace_Qu","Garage_Type","Garage_Yr_Blt","Garage_Finish","Garage_Cars","Garage_Area","Garage_Qual","Garage_Cond","Paved_Drive","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","Three_season_porch","Screen_Porch","Pool_Area","Pool_QC","Fence","Misc_Feature","Misc_Val","Mo_Sold","Year_Sold","Sale_Type","Sale_Condition","Longitude","Latitude","Sale_Price"
534102025,"One_Story_1946_and_Newer_All_Styles","Floating_Village_Residential",80,8000,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","OneFam","One_Story","Good","Average",2002,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,659,1492,"GasA","Excellent","Y","SBrkr",1492,0,0,1492,1,0,2,0,3,1,"Good",6,"Typ",1,"Good","Attchd",2002,"RFn",2,596,"Typical","Typical","Paved",277,137,0,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"WD ","Normal",-93.639516,42.048606,230000
534151175,"Two_Story_1946_and_Newer","Residential_Low_Density",80,10791,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","Two_Story","Above_Average","Average",1993,1993,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Typical","PConc","Good","Typical","Mn","GLQ",3,"Unf",0,143,1280,"GasA","Excellent","Y","SBrkr",1280,1215,0,2495,1,0,2,1,4,1,"Good",9,"Typ",1,"Typical","Attchd",1993,"Unf",2,660,"Typical","Typical","Paved",224,32,0,0,0,0,"No_Pool","No_Fence","None",0,3,2010,"WD ","Normal",-93.636879,42.043038,243500
534152050,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,10603,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","One_Story","Above_Average","Good",1977,2001,"Gable","CompShg","Plywood","Plywood","BrkFace",28,"Typical","Typical","PConc","Typical","Typical","Mn","ALQ",1,"Unf",0,410,1610,"GasA","Good","Y","SBrkr",1610,0,0,1610,1,0,2,0,3,1,"Good",6,"Typ",2,"Typical","Attchd",1977,"RFn",2,480,"Typical","Typical","Paved",168,68,0,0,0,0,"No_Pool","No_Fence","None",0,2,2010,"WD ","Normal",-93.637463,42.043306,205000
534152100,"Two_Story_1946_and_Newer","Residential_Low_Density",80,10421,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","Two_Story","Good","Average",1988,1988,"Gable","CompShg","HdBoard","HdBoard","BrkFace",42,"Typical","Typical","CBlock","Good","Typical","No","GLQ",3,"Unf",0,586,980,"GasA","Typical","Y","SBrkr",980,734,0,1714,0,0,2,1,3,1,"Typical",7,"Typ",1,"Typical","Attchd",1988,"Unf",2,496,"Typical","Typical","Paved",228,66,156,0,0,0,"No_Pool","Minimum_Privacy","Shed",500,3,2010,"WD ","Normal",-93.637788,42.043329,196500
534176060,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",78,9360,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","One_Story","Above_Average","Good",1972,2006,"Hip","CompShg","Plywood","Plywood","None",0,"Typical","Typical","CBlock","Typical","Typical","No","ALQ",1,"Unf",0,179,1161,"GasA","Typical","Y","SBrkr",1381,0,0,1381,1,0,1,1,3,1,"Good",5,"Typ",1,"Typical","Attchd",1972,"RFn",2,676,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,3,2010,"WD ","Normal",-93.631435,42.043822,197500
534202160,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",80,9600,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Average",1966,1966,"Hip","CompShg","VinylSd","VinylSd","BrkFace",172,"Typical","Typical","CBlock","Typical","Typical","No","Rec",6,"Unf",0,534,1232,"GasA","Typical","Y","SBrkr",1232,0,0,1232,1,0,1,1,3,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd",1966,"RFn",2,490,"Typical","Typical","Paved",0,224,0,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"WD ","Normal",-93.626137,42.046574,142250
534401110,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",90,9900,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Average",1966,1966,"Hip","CompShg","HdBoard","HdBoard","None",0,"Typical","Typical","PConc","Good","Typical","No","BLQ",2,"Unf",0,150,1209,"GasA","Good","Y","SBrkr",1209,0,0,1209,1,0,1,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd",1966,"RFn",2,504,"Typical","Typical","Paved",0,0,120,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"ConLD","Normal",-93.626939,42.039085,159000
534401140,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",88,9680,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Above_Average",1967,1967,"Gable","CompShg","Wd Sdng","Plywood","BrkFace",268,"Typical","Typical","CBlock","Typical","Typical","No","BLQ",2,"Unf",0,500,1510,"GasA","Excellent","Y","SBrkr",1510,0,0,1510,1,0,2,0,3,1,"Good",6,"Typ",0,"No_Fireplace","Attchd",1967,"RFn",2,517,"Typical","Typical","Paved",0,40,0,0,204,0,"No_Pool","Good_Privacy","None",0,4,2010,"WD ","Normal",-93.627536,42.038971,178900
534403360,"Split_or_Multilevel","Residential_Low_Density",0,10600,"Pave","Paved","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","SLvl","Above_Average","Average",1964,1964,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,533,533,"GasA","Typical","Y","SBrkr",1131,644,0,1775,0,0,2,0,3,1,"Typical",8,"Typ",0,"No_Fireplace","Attchd",1964,"Unf",2,480,"Typical","Typical","Paved",0,172,0,0,0,0,"No_Pool","No_Fence","None",0,5,2010,"COD","Family",-93.626785,42.040326,136300
534403410,"Split_or_Multilevel","Residential_Low_Density",0,14112,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","North_Ames","Norm","Norm","OneFam","SLvl","Average","Good",1964,1964,"Hip","CompShg","Wd Sdng","HdBoard","BrkFace",86,"Typical","Typical","PConc","Typical","Typical","Av","GLQ",3,"Unf",0,138,1152,"GasA","Typical","Y","SBrkr",1152,0,0,1152,1,0,1,0,3,1,"Typical",6,"Typ",1,"Good","Attchd",1964,"RFn",2,484,"Typical","Typical","Paved",227,0,0,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"WD ","Normal",-93.627809,42.041146,180500
534425310,"Split_Foyer","Residential_Low_Density",80,8800,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Feedr","Norm","OneFam","SFoyer","Above_Average","Good",1963,1963,"Gable","CompShg","MetalSd","MetalSd","BrkFace",156,"Typical","Good","PConc","Typical","Typical","Gd","GLQ",3,"Unf",0,173,936,"GasA","Excellent","Y","SBrkr",1054,0,0,1054,1,0,1,0,3,1,"Good",6,"Typ",0,"No_Fireplace","Attchd",1963,"RFn",2,480,"Typical","Typical","Paved",120,0,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,5,2010,"WD ","Abnorml",-93.625728,42.040391,137500
534427010,"Duplex_All_Styles_and_Ages","Residential_Low_Density",98,13260,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","Duplex","One_Story","Average","Above_Average",1962,2001,"Hip","CompShg","HdBoard","HdBoard","BrkFace",144,"Typical","Typical","CBlock","Typical","Typical","No","BLQ",2,"Unf",0,228,1728,"GasA","Typical","Y","SBrkr",1728,0,0,1728,2,0,2,0,6,2,"Typical",10,"Typ",0,"No_Fireplace","No_Garage",NA,"No_Garage",0,0,"No_Garage","No_Garage","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,1,2010,"Oth","Abnorml",-93.622904,42.0418387,84900
534430080,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",68,9717,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Above_Average",1950,1996,"Hip","CompShg","MetalSd","MetalSd","None",0,"Typical","Typical","CBlock","Typical","Typical","Mn","GLQ",3,"Rec",1029,0,1078,"GasA","Good","Y","FuseA",1078,0,0,1078,1,0,1,0,2,1,"Good",5,"Typ",0,"No_Fireplace","Attchd",1950,"Unf",1,240,"Typical","Typical","Paved",366,0,112,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"WD ","Normal",-93.622864,42.039211,142125
534431050,"One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",68,9724,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_and_Half_Fin","Average","Good",1952,2002,"Gable","CompShg","MetalSd","MetalSd","BrkFace",265,"Good","Typical","CBlock","Typical","Typical","No","LwQ",4,"Unf",0,470,1140,"GasA","Good","Y","SBrkr",1929,532,0,2461,0,0,2,0,3,1,"Typical",7,"Min2",2,"Good","Detchd",1994,"Unf",2,400,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","Good_Wood","None",0,3,2010,"WD ","Normal",-93.620651,42.039211,197600
534431070,"One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",120,17360,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","North_Ames","Artery","Norm","OneFam","One_and_Half_Fin","Above_Average","Above_Average",1949,1950,"Gable","CompShg","MetalSd","MetalSd","Stone",340,"Typical","Good","CBlock","Typical","Typical","No","Rec",6,"Unf",0,482,782,"GasA","Typical","Y","SBrkr",1019,537,0,1556,0,0,2,0,3,1,"Typical",6,"Typ",1,"Good","Attchd",1949,"Unf",2,470,"Typical","Typical","Paved",0,0,150,0,0,0,"No_Pool","No_Fence","None",0,1,2010,"WD ","Normal",-93.620504,42.038538,172500
534450180,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",50,7207,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Brookside","Norm","Norm","OneFam","One_Story","Average","Good",1958,2008,"Gable","CompShg","Wd Sdng","Plywood","None",0,"Typical","Good","CBlock","Typical","Typical","Gd","BLQ",2,"Unf",0,162,858,"GasA","Good","Y","SBrkr",858,0,0,858,1,0,1,0,2,1,"Typical",4,"Typ",0,"No_Fireplace","No_Garage",NA,"No_Garage",0,0,"No_Garage","No_Garage","Paved",117,0,0,0,0,0,"No_Pool","No_Fence","None",0,2,2010,"WD ","Normal",-93.629287,42.035256,116500
534475100,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",80,9920,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Average",1954,1954,"Gable","CompShg","HdBoard","HdBoard","Stone",110,"Typical","Typical","CBlock","Typical","Typical","No","Rec",6,"LwQ",290,412,1056,"GasA","Typical","Y","SBrkr",1063,0,0,1063,1,0,1,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd",1954,"RFn",1,280,"Typical","Typical","Paved",0,0,164,0,0,0,"No_Pool","Minimum_Privacy","None",0,2,2010,"WD ","Normal",-93.62475,42.035943,128000
534476260,"Split_or_Multilevel","Residential_Low_Density",80,9600,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","SLvl","Above_Average","Above_Average",1955,1972,"Gable","CompShg","AsbShng","AsbShng","BrkFace",164,"Typical","Typical","CBlock","Typical","Typical","Av","BLQ",2,"LwQ",132,350,1156,"GasA","Excellent","Y","SBrkr",1520,0,0,1520,1,0,1,0,3,1,"Typical",7,"Typ",2,"Good","Basment",1955,"RFn",1,364,"Typical","Typical","Paved",0,0,189,0,0,0,"No_Pool","No_Fence","None",0,3,2010,"WD ","Normal",-93.624601,42.036095,153000
534479320,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",78,7800,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Above_Average",1954,1954,"Gable","CompShg","HdBoard","HdBoard","BrkFace",200,"Typical","Typical","PConc","Typical","Typical","No","LwQ",4,"Unf",0,728,1268,"GasA","Good","Y","SBrkr",1268,0,0,1268,0,0,1,0,2,1,"Typical",7,"Typ",1,"Good","Attchd",1954,"Fin",1,244,"Typical","Typical","Paved",0,98,0,0,0,0,"No_Pool","No_Fence","None",0,3,2010,"WD ","Normal",-93.621431,42.037424,132000
535101020,"Split_Foyer","Residential_Low_Density",75,11380,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","SFoyer","Above_Average","Very_Good",1966,2008,"Gable","CompShg","HdBoard","HdBoard","BrkFace",216,"Typical","Typical","CBlock","Typical","Typical","Gd","GLQ",3,"Unf",0,136,1080,"GasA","Good","Y","SBrkr",1128,0,0,1128,1,0,1,0,2,1,"Good",5,"Typ",1,"Good","Attchd",1966,"Unf",1,315,"Typical","Typical","Paved",238,0,0,0,0,0,"No_Pool","No_Fence","Shed",1500,1,2010,"WD ","Normal",-93.618221,42.048494,178000
535106190,"Duplex_All_Styles_and_Ages","Residential_Low_Density",80,11600,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","North_Ames","Feedr","Norm","Duplex","Two_Story","Average","Average",1960,1960,"Gable","CompShg","MetalSd","MetalSd","BrkFace",361,"Typical","Typical","CBlock","Typical","Typical","No","Rec",6,"Unf",0,662,1105,"GasA","Typical","Y","FuseA",1105,1169,0,2274,0,0,2,0,5,2,"Typical",12,"Typ",0,"No_Fireplace","Detchd",1960,"Unf",2,480,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,1,2010,"WD ","Normal",-93.6184183,42.0459375,154300
535125010,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,19900,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","PosA","Norm","OneFam","One_Story","Good","Average",1970,1989,"Gable","CompShg","Plywood","Plywood","BrkFace",287,"Typical","Typical","CBlock","Good","Typical","Gd","GLQ",3,"Unf",0,1035,1947,"GasA","Typical","Y","SBrkr",2207,0,0,2207,1,0,2,0,3,1,"Typical",7,"Min1",1,"Good","Attchd",1970,"RFn",2,576,"Typical","Typical","Paved",301,0,0,0,0,0,"No_Pool","No_Fence","None",0,7,2010,"WD ","Normal",-93.614307,42.049514,180000
535152010,"Duplex_All_Styles_and_Ages","Residential_Low_Density",70,8267,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","North_Ames","Feedr","Norm","Duplex","One_Story","Average","Average",1958,1958,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,1604,1604,"GasA","Typical","Y","SBrkr",1604,0,0,1604,0,0,2,0,4,2,"Typical",8,"Typ",0,"No_Fireplace","Attchd",1958,"Unf",2,576,"Typical","Typical","Paved",42,0,0,0,0,0,"No_Pool","No_Fence","None",0,3,2010,"WD ","Normal",-93.617693,42.044895,135000
535152050,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",70,8197,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Good","Average",2003,2009,"Gable","CompShg","VinylSd","VinylSd","BrkFace",506,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,292,1480,"GasA","Excellent","Y","SBrkr",1480,0,0,1480,1,0,2,0,3,1,"Good",7,"Typ",0,"No_Fireplace","Attchd",2003,"RFn",2,620,"Typical","Typical","Paved",252,73,0,0,0,0,"No_Pool","Minimum_Privacy","Shed",300,2,2010,"WD ","Normal",-93.617553,42.043984,214000
535152150,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",70,10552,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Average",1959,1959,"Hip","CompShg","BrkFace","BrkFace","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Rec",6,"Unf",0,380,1398,"GasA","Good","Y","SBrkr",1700,0,0,1700,0,1,1,1,4,1,"Good",6,"Typ",1,"Good","Attchd",1959,"RFn",2,447,"Typical","Typical","Paved",0,38,0,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"WD ","Normal",-93.6177041,42.0430839,165500
535152250,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",70,8400,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Above_Average",1957,1957,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Good","CBlock","Typical","Typical","No","Rec",6,"Unf",0,392,1314,"GasA","Typical","Y","SBrkr",1314,0,0,1314,1,0,1,0,3,1,"Typical",5,"Typ",0,"No_Fireplace","Attchd",1957,"RFn",1,294,"Typical","Typical","Paved",250,0,0,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Normal",-93.618626,42.044847,145000
535153070,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",73,8760,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Above_Average","Above_Average",1959,1959,"Hip","CompShg","MetalSd","MetalSd","BrkFace",220,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,1194,1194,"GasA","Typical","Y","SBrkr",1194,0,0,1194,1,0,1,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd",1959,"RFn",1,312,"Typical","Typical","Paved",0,0,120,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"WD ","Normal",-93.616582,42.043969,148000
535154050,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,12160,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Average",1959,1959,"Hip","CompShg","Plywood","Plywood","BrkFace",180,"Typical","Typical","CBlock","Typical","Typical","No","Rec",6,"Unf",0,188,1188,"GasA","Fair","Y","SBrkr",1188,0,0,1188,1,0,1,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd",1959,"RFn",2,531,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,5,2010,"COD","Abnorml",-93.614882,42.044052,142000
535175070,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",73,9300,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Feedr","Norm","OneFam","One_Story","Average","Average",1960,1960,"Gable","CompShg","MetalSd","HdBoard","BrkFace",324,"Typical","Typical","CBlock","Typical","Typical","No","Rec",6,"Unf",0,571,1268,"GasA","Typical","Y","SBrkr",1264,0,0,1264,1,0,1,0,3,1,"Typical",6,"Typ",2,"Good","Attchd",1960,"Unf",2,461,"Typical","Typical","Paved",0,0,0,0,143,0,"No_Pool","No_Fence","None",0,4,2010,"WD ","Normal",-93.613301,42.044176,167500
535175180,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",87,10725,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Average",1959,1959,"Hip","CompShg","MetalSd","MetalSd","BrkFace",91,"Typical","Typical","CBlock","Typical","Typical","No","Rec",6,"Unf",0,270,1206,"GasA","Fair","Y","SBrkr",1206,0,0,1206,0,0,1,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd",1959,"RFn",1,312,"Typical","Typical","Paved",0,21,0,0,0,0,"No_Pool","No_Fence","None",0,5,2010,"WD ","Normal",-93.61513,42.044883,108538
535180130,"One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",60,8382,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_and_Half_Fin","Below_Average","Average",1956,1956,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,832,832,"GasA","Typical","Y","FuseA",832,505,0,1337,0,0,1,0,3,1,"Typical",5,"Typ",0,"No_Fireplace","Attchd",1956,"Unf",1,263,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,2,2010,"WD ","Normal",-93.613624,42.042308,108000
535304060,"Two_Family_conversion_All_Styles_and_Ages","Residential_Low_Density",70,13587,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","TwoFmCon","One_Story","Average","Average",1958,1958,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Typical","CBlock","Typical","Typical","Av","Rec",6,"Unf",0,456,988,"GasA","Typical","Y","SBrkr",988,0,0,988,1,0,1,0,2,1,"Typical",5,"Typ",0,"No_Fireplace","Attchd",1958,"Unf",1,264,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"WD ","Abnorml",-93.61722,42.038515,119000
535304180,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",68,7922,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Good",1953,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","Good","CBlock","Typical","Typical","No","GLQ",3,"Unf",0,326,1057,"GasA","Typical","Y","SBrkr",1057,0,0,1057,1,0,1,0,3,1,"Good",5,"Typ",0,"No_Fireplace","Detchd",1953,"Unf",1,246,"Typical","Typical","Paved",0,52,0,0,0,0,"No_Pool","No_Fence","None",0,1,2010,"WD ","Abnorml",-93.618428,42.039841,109000
535327140,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",60,7200,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Good",1955,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","Typical","Slab","No_Basement","No_Basement","No_Basement","No_Basement",5,"No_Basement",0,0,0,"GasA","Excellent","Y","SBrkr",827,0,0,827,0,0,1,0,2,1,"Typical",5,"Mod",1,"Poor","Detchd",1967,"Unf",1,392,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"WD ","Normal",-93.611642,42.038521,107500
535350040,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",74,5868,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Good",1956,2000,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Typical","CBlock","Typical","Typical","No","BLQ",2,"Rec",240,448,936,"GasA","Excellent","Y","SBrkr",936,0,0,936,1,0,1,0,2,1,"Typical",4,"Typ",0,"No_Fireplace","Attchd",1956,"Fin",1,308,"Typical","Typical","Paved",0,0,80,0,160,0,"No_Pool","No_Fence","None",0,5,2010,"WD ","Normal",-93.6192014,42.0381282,129000
535353190,"One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",78,17503,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Artery","Norm","OneFam","One_and_Half_Fin","Above_Average","Average",1948,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,912,912,"GasA","Typical","Y","SBrkr",912,546,0,1458,0,1,1,0,3,1,"Typical",6,"Typ",1,"Good","Attchd",1948,"Unf",1,330,"Typical","Typical","Paved",192,0,0,0,0,0,"No_Pool","No_Fence","None",0,1,2010,"WD ","Abnorml",-93.620341,42.035869,97500
535401080,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,9830,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Good",1959,2006,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Good","CBlock","Typical","Typical","No","ALQ",1,"Rec",258,733,1063,"GasA","Excellent","Y","SBrkr",1287,0,0,1287,1,0,1,0,3,1,"Good",7,"Typ",1,"Good","Detchd",1997,"Fin",2,576,"Typical","Typical","Paved",364,17,0,0,182,0,"No_Pool","No_Fence","None",0,3,2010,"WD ","Normal",-93.607275,42.040085,162000
535425010,"Split_or_Multilevel","Residential_Low_Density",96,11275,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","North_Ames","PosN","Norm","OneFam","SLvl","Good","Good",1967,2007,"Mansard","WdShake","Wd Sdng","Wd Sdng","BrkFace",300,"Good","Good","CBlock","Good","Typical","No","Unf",7,"Unf",0,710,710,"GasA","Excellent","Y","SBrkr",1898,1080,0,2978,0,0,2,1,5,1,"Good",11,"Typ",1,"Good","BuiltIn",1961,"Fin",2,564,"Typical","Typical","Paved",240,0,0,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Normal",-93.606905,42.041119,242000
535453070,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",75,7500,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Good",1959,1994,"Hip","CompShg","BrkFace","BrkFace","None",0,"Typical","Typical","CBlock","Typical","Typical","No","LwQ",4,"Rec",906,0,1246,"GasA","Excellent","Y","SBrkr",1246,0,0,1246,1,0,1,1,3,1,"Good",6,"Typ",0,"No_Fireplace","Attchd",1959,"RFn",1,305,"Typical","Typical","Paved",218,0,0,0,0,0,"No_Pool","Good_Privacy","None",0,5,2010,"WD ","Normal",-93.605969,42.03594,154000
